Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Filename,Paragraph Index,Document
The following libraries are used to help with the tests:,0,0,0,0,0,1,Bash-it@bash-it.xlsx,31,contributing
- Test Framework: https://github.com/bats-core/bats-core,0,0,0,0,0,1,Bash-it@bash-it.xlsx,32,contributing
- Support library for Bats-Assert: https://github.com/ztombol/bats-support,0,0,0,0,0,1,Bash-it@bash-it.xlsx,33,contributing
- General assert functions: https://github.com/ztombol/bats-assert,0,0,0,0,0,1,Bash-it@bash-it.xlsx,34,contributing
- File assert functions: https://github.com/ztombol/bats-file,0,0,0,0,0,1,Bash-it@bash-it.xlsx,35,contributing
"When verifying test results, please try to use the assert functions found in these libraries.",0,0,0,0,0,1,Bash-it@bash-it.xlsx,36,contributing
Features,1,0,0,0,0,0,Bash-it@bash-it.xlsx,37,contributing
"- When adding new completions or plugins, please don't simply copy existing tools into the Bash-it codebase, try to load/integrate the tools instead.
An example is using nvm: Instead of copying the existing nvm script into Bash-it, the nvm.plugin.bash file tries to load an existing installation of nvm.
This means an additional step for the user (installing nvm from its own repo, or through a package manager),
but it will also ensure that nvm can be upgraded in an easy way.",1,0,0,0,0,0,Bash-it@bash-it.xlsx,38,contributing
Themes,1,0,0,0,0,0,Bash-it@bash-it.xlsx,39,contributing
"- When adding a new theme, please include a screenshot and a short description about what makes this theme unique in the Pull Request's description field.
Please do not add theme screenshots to the repo itself, as they will add unnecessary bloat to the repo.
The project's Wiki has a Themes page where you can add a screenshot if you want.",1,0,0,0,0,0,Bash-it@bash-it.xlsx,40,contributing
"- Ideally, each theme's folder should contain a README.md file describing the theme and its configuration options.",1,0,0,0,0,0,Bash-it@bash-it.xlsx,41,contributing
Contributing Guidelines,0,0,0,0,0,0,bats-core@bats-core.xlsx,2,contributing
Welcome!,0,0,0,0,0,0,bats-core@bats-core.xlsx,3,contributing
"Thank you for considering contributing to the development of this project's
development and/or documentation. Just a reminder: if you're new to this project
or to OSS and want to find issues to work on, please check the following labels
on issues:",0,0,0,0,0,0,bats-core@bats-core.xlsx,4,contributing
- help wanted,0,0,0,0,0,0,bats-core@bats-core.xlsx,5,contributing
- docs,0,0,0,0,0,0,bats-core@bats-core.xlsx,6,contributing
- good first issue,0,0,0,0,0,0,bats-core@bats-core.xlsx,7,contributing
"To see all labels and their meanings, check this wiki page.",0,0,0,0,0,0,bats-core@bats-core.xlsx,8,contributing
"This guide borrows heavily from @mbland's go-script-bash (with some
sections directly quoted), which in turn was
drafted with tips from Wrangling Web Contributions: How to Build
a CONTRIBUTING.md and with some inspiration from the Atom project's
CONTRIBUTING.md file.",0,0,0,0,0,0,bats-core@bats-core.xlsx,9,contributing
Table of contents,0,0,0,0,0,0,bats-core@bats-core.xlsx,10,contributing
- Contributing Guidelines,0,0,0,0,0,0,bats-core@bats-core.xlsx,11,contributing
- Welcome!,0,0,0,0,0,0,bats-core@bats-core.xlsx,12,contributing
- Table of contents,0,0,0,0,0,0,bats-core@bats-core.xlsx,13,contributing
- Quick links ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,14,contributing
- Contributor License Agreement,0,0,0,0,0,0,bats-core@bats-core.xlsx,15,contributing
- Code of conduct,0,0,0,0,0,0,bats-core@bats-core.xlsx,16,contributing
- Asking questions and reporting issues,0,0,0,0,0,0,bats-core@bats-core.xlsx,17,contributing
- Updating documentation,0,0,0,0,0,0,bats-core@bats-core.xlsx,18,contributing
- Environment setup,0,0,0,0,0,0,bats-core@bats-core.xlsx,19,contributing
- Workflow,0,0,0,0,0,0,bats-core@bats-core.xlsx,20,contributing
- Testing,0,0,0,0,0,0,bats-core@bats-core.xlsx,21,contributing
- Coding conventions,0,0,0,0,0,0,bats-core@bats-core.xlsx,22,contributing
- Formatting,0,0,0,0,0,0,bats-core@bats-core.xlsx,23,contributing
- Naming,0,0,0,0,0,0,bats-core@bats-core.xlsx,24,contributing
- Function declarations,0,0,0,0,0,0,bats-core@bats-core.xlsx,25,contributing
- Variable and parameter declarations,0,0,0,0,0,0,bats-core@bats-core.xlsx,26,contributing
- Command substitution,0,0,0,0,0,0,bats-core@bats-core.xlsx,27,contributing
- Process substitution,0,0,0,0,0,0,bats-core@bats-core.xlsx,28,contributing
- Conditionals and loops,0,0,0,0,0,0,bats-core@bats-core.xlsx,29,contributing
- Generating output,0,0,0,0,0,0,bats-core@bats-core.xlsx,30,contributing
- Gotchas,0,0,0,0,0,0,bats-core@bats-core.xlsx,31,contributing
- Open Source License,0,0,0,0,0,0,bats-core@bats-core.xlsx,32,contributing
- Credits,0,0,0,0,0,0,bats-core@bats-core.xlsx,33,contributing
Quick links 🔗,0,0,1,0,0,0,bats-core@bats-core.xlsx,34,contributing
- Gitter channel ?: These messages sync with the IRC channel,0,0,1,0,0,0,bats-core@bats-core.xlsx,35,contributing
- IRC Channel (#bats on freenode) ?: These messages sync with Gitter,0,0,1,0,0,0,bats-core@bats-core.xlsx,36,contributing
- README ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,37,contributing
- Code of conduct ?,0,0,1,0,0,0,bats-core@bats-core.xlsx,38,contributing
- License information ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,39,contributing
- Original repository ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,40,contributing
- Issues ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,41,contributing
- Pull requests ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,42,contributing
- Milestones ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,43,contributing
- Projects ?,0,0,0,0,0,0,bats-core@bats-core.xlsx,44,contributing
Contributor License Agreement,0,0,0,0,0,1,bats-core@bats-core.xlsx,45,contributing
"Per the GitHub Terms of Service, be aware that by making a
contribution to this project, you agree:",0,0,0,0,0,1,bats-core@bats-core.xlsx,46,contributing
"- to license your contribution under the same terms as this project's
license, and",0,0,0,0,0,1,bats-core@bats-core.xlsx,47,contributing
- that you have the right to license your contribution under those terms.,0,0,0,0,0,1,bats-core@bats-core.xlsx,48,contributing
"See also: ""Does my project need an additional contributor agreement? Probably
not.""",0,0,0,0,0,1,bats-core@bats-core.xlsx,49,contributing
Code of conduct,0,0,1,0,0,0,bats-core@bats-core.xlsx,50,contributing
"Harrassment or rudeness of any kind will not be tolerated, period. For
specifics, see the CODE_OF_CONDUCT file.",0,0,1,0,0,0,bats-core@bats-core.xlsx,51,contributing
Asking questions and reporting issues,0,0,1,0,0,0,bats-core@bats-core.xlsx,52,contributing
Asking questions,0,0,1,0,0,0,bats-core@bats-core.xlsx,53,contributing
Please check the README or existing issues first.,0,0,1,0,0,0,bats-core@bats-core.xlsx,54,contributing
"If you cannot find an answer to your question, please feel free to hop on our
gitter Gitter or via IRC (#bats on freenode).",0,0,1,0,0,0,bats-core@bats-core.xlsx,55,contributing
Reporting issues,0,0,0,0,0,0,bats-core@bats-core.xlsx,56,contributing
"Before reporting an issue, please use the search feature on the issues
page to see if an issue matching the one you've observed has already
been filed.",0,0,0,0,0,0,bats-core@bats-core.xlsx,57,contributing
Updating or filing a new issue,0,0,0,0,0,0,bats-core@bats-core.xlsx,58,contributing
Information to include,0,0,0,0,0,0,bats-core@bats-core.xlsx,59,contributing
"Try to be as specific as possible about your environment and the problem you're
observing. At a minimum, include:",0,0,0,0,0,0,bats-core@bats-core.xlsx,60,contributing
Installation issues,0,0,0,0,0,0,bats-core@bats-core.xlsx,61,contributing
1.  State the version of Bash you're using bash --version,0,0,0,0,0,0,bats-core@bats-core.xlsx,62,contributing
2.  State your operating system and its version,0,0,0,0,0,0,bats-core@bats-core.xlsx,63,contributing
"3.  If you're installing through homebrew, run brew doctor, and attach the
output of brew info bats-core",0,0,0,0,0,0,bats-core@bats-core.xlsx,64,contributing
Bugs/usage issues,0,0,0,0,0,0,bats-core@bats-core.xlsx,65,contributing
1.  State the version of Bash you're using bash --version,0,0,0,0,0,0,bats-core@bats-core.xlsx,66,contributing
2.  State your operating system and its version,0,0,0,0,0,0,bats-core@bats-core.xlsx,67,contributing
3.  Command line steps or code snippets that reproduce the issue,0,0,0,0,0,0,bats-core@bats-core.xlsx,68,contributing
4.  Any apparently relevant information from the Bash changelog,0,0,0,0,0,0,bats-core@bats-core.xlsx,69,contributing
Also consider using:,0,0,0,0,0,0,bats-core@bats-core.xlsx,70,contributing
- Bash's time builtin to collect running times,0,0,0,0,0,0,bats-core@bats-core.xlsx,71,contributing
- a regression test to add to the suite,0,0,0,0,0,0,bats-core@bats-core.xlsx,72,contributing
"- memory usage as reported by a tool such as
memusg",0,0,0,0,0,0,bats-core@bats-core.xlsx,73,contributing
On existing issues,0,0,0,0,0,0,bats-core@bats-core.xlsx,74,contributing
1.  DO NOT add a +1 comment: Use the reactions provided instead,0,0,0,0,0,0,bats-core@bats-core.xlsx,75,contributing
"2.  DO add information if you're facing a similar issue to someone else, but
within a different context (e.g. different steps needed to reproduce the issue
than previous stated, different version of Bash or BATS, different OS, etc.)
You can read on how to do that here: [Information to include][#information-to-include]",0,0,0,0,0,0,bats-core@bats-core.xlsx,76,contributing
"3.  DO remember that you can use the Subscribe button on the right side of the
page to receive notifications of further conversations or a resolution.",0,0,0,0,0,0,bats-core@bats-core.xlsx,77,contributing
Updating documentation,0,0,0,0,0,0,bats-core@bats-core.xlsx,78,contributing
We love documentation and people who love documentation!,0,0,0,0,0,0,bats-core@bats-core.xlsx,79,contributing
"If you love writing clear, accessible docs, please don't be shy about pull
requests. Remember: docs are just as important as code.",0,0,0,0,0,0,bats-core@bats-core.xlsx,80,contributing
"Also: no typo is too small to fix! Really. Of course, batches of fixes are
preferred, but even one nit is one nit too many.",0,0,0,0,0,0,bats-core@bats-core.xlsx,81,contributing
Environment setup,0,0,0,1,0,0,bats-core@bats-core.xlsx,82,contributing
"Make sure you have Bash installed per the Environment setup in the
README.",0,0,0,1,0,0,bats-core@bats-core.xlsx,83,contributing
Workflow,0,0,0,0,0,1,bats-core@bats-core.xlsx,84,contributing
"The basic workflow for submitting changes resembles that of the GitHub Git
Flow (a.k.a. GitHub Flow), except that you will be working with
your own fork of the repository and issuing pull requests to the original.",0,0,0,0,0,1,bats-core@bats-core.xlsx,85,contributing
"1.  Fork the repo on GitHub (look for the ""Fork"" button)",0,0,0,0,0,1,bats-core@bats-core.xlsx,86,contributing
2.  Clone your forked repo to your local machine,0,0,0,0,0,1,bats-core@bats-core.xlsx,87,contributing
3.  Create your feature branch (git checkout -b my-new-feature),0,0,0,0,0,1,bats-core@bats-core.xlsx,88,contributing
4.  Develop and test your changes as necessary.,0,0,0,0,0,1,bats-core@bats-core.xlsx,89,contributing
5.  Commit your changes (git commit -am 'Add some feature'),0,0,0,0,0,1,bats-core@bats-core.xlsx,90,contributing
6.  Push to the branch (git push origin my-new-feature),0,0,0,0,0,1,bats-core@bats-core.xlsx,91,contributing
"7.  Create a new GitHub pull request for your feature branch based
against the original repository's master branch",0,0,0,0,0,1,bats-core@bats-core.xlsx,92,contributing
"8.  If your request is accepted, you can delete your feature branch
and pull the updated master branch from the original repository into your
fork. You may even delete your fork if you don't anticipate making
further changes.",0,0,0,0,0,1,bats-core@bats-core.xlsx,93,contributing
Testing,0,0,0,0,0,1,bats-core@bats-core.xlsx,94,contributing
- Continuous integration status for Linux and macOS: Build Status on Travis,0,0,0,0,0,1,bats-core@bats-core.xlsx,95,contributing
- Continuous integration status for Windows: Build status on AppVeyor,0,0,0,0,0,1,bats-core@bats-core.xlsx,96,contributing
Coding conventions,0,0,0,0,1,0,bats-core@bats-core.xlsx,97,contributing
- Formatting,0,0,0,0,1,0,bats-core@bats-core.xlsx,98,contributing
- Naming,0,0,0,0,1,0,bats-core@bats-core.xlsx,99,contributing
- Variable and parameter declarations,0,0,0,0,1,0,bats-core@bats-core.xlsx,100,contributing
- Command substitution,0,0,0,0,1,0,bats-core@bats-core.xlsx,101,contributing
- Conditions and loops,0,0,0,0,1,0,bats-core@bats-core.xlsx,102,contributing
- Gotchas,0,0,0,0,1,0,bats-core@bats-core.xlsx,103,contributing
Formatting,0,0,0,0,1,0,bats-core@bats-core.xlsx,104,contributing
- Keep all files 80 characters wide.,0,0,0,0,1,0,bats-core@bats-core.xlsx,105,contributing
- Indent using two spaces.,0,0,0,0,1,0,bats-core@bats-core.xlsx,106,contributing
"- Enclose all variables in double quotes when used to avoid having them
interpreted as glob patterns (unless the variable contains a glob pattern)
and to avoid word splitting when the value contains spaces. Both scenarios
can introduce errors that often prove difficult to diagnose.",0,0,0,0,1,0,bats-core@bats-core.xlsx,107,contributing
"- This is especially important when the variable is used to generate a
glob pattern, since spaces may appear in a path value.",0,0,0,0,1,0,bats-core@bats-core.xlsx,108,contributing
"- If the variable itself contains a glob pattern, make sure to set
IFS=$'\n' before using it so that the pattern itself and any matching
file names containing spaces are not split apart.",0,0,0,0,1,0,bats-core@bats-core.xlsx,109,contributing
"- Exceptions: Quotes are not required within math contexts, i.e. (( )) or
$(( )), and must not be used for variables on the right side of the =~
operator.",0,0,0,0,1,0,bats-core@bats-core.xlsx,110,contributing
- Enclose all string literals in single quotes.,0,0,0,0,1,0,bats-core@bats-core.xlsx,111,contributing
"- Exception: If the string contains an apostrophe, use double quotes.",0,0,0,0,1,0,bats-core@bats-core.xlsx,112,contributing
- Use quotes around variables and literals even inside of [[ ]] conditions.,0,0,0,0,1,0,bats-core@bats-core.xlsx,113,contributing
"- This is because strings that contain '[' or ']' characters may fail to
compare equally when they should.",0,0,0,0,1,0,bats-core@bats-core.xlsx,114,contributing
"- Exception: Do not quote variables that contain regular expression patterns
appearing on the right side of the =~ operator.",0,0,0,0,1,0,bats-core@bats-core.xlsx,115,contributing
"- Only quote arguments to the right of =~ if the expression is a literal
match without any metacharacters.",0,0,0,0,1,0,bats-core@bats-core.xlsx,116,contributing
The following are intended to prevent too-compact code:,0,0,0,0,1,0,bats-core@bats-core.xlsx,117,contributing
"- Declare only one item per declare, local, export, or readonly call.",0,0,0,0,1,0,bats-core@bats-core.xlsx,118,contributing
"- Note: This also helps avoid subtle bugs, as trying to initialize one
variable using the value of another declared in the same statement will
not do what you may expect. The initialization of the first variable will
not yet be complete when the second variable is declared, so the first
variable will have an empty value.",0,0,0,0,1,0,bats-core@bats-core.xlsx,119,contributing
"- Do not use one-line if, for, while, until, case, or select
statements.",0,0,0,0,1,0,bats-core@bats-core.xlsx,120,contributing
- Do not use && or || to avoid writing if statements.,0,0,0,0,1,0,bats-core@bats-core.xlsx,121,contributing
- Do not write functions entirely on one line.,0,0,0,0,1,0,bats-core@bats-core.xlsx,122,contributing
"- For case statements: put each pattern on a line by itself; put each command
on a line by itself; put the ;; terminator on a line by itself.",0,0,0,0,1,0,bats-core@bats-core.xlsx,123,contributing
Naming,0,0,0,0,1,0,bats-core@bats-core.xlsx,124,contributing
- Use snake_case for all identifiers.,0,0,0,0,1,0,bats-core@bats-core.xlsx,125,contributing
Function declarations,0,0,0,0,1,0,bats-core@bats-core.xlsx,126,contributing
- Declare functions without the function keyword.,0,0,0,0,1,0,bats-core@bats-core.xlsx,127,contributing
"- Strive to always use return, never exit, unless an error condition is
severe enough to warrant it.",0,0,0,0,1,0,bats-core@bats-core.xlsx,128,contributing
"- Calling exit makes it difficult for the caller to recover from an error,
or to compose new commands from existing ones.",0,0,0,0,1,0,bats-core@bats-core.xlsx,129,contributing
Variable and parameter declarations,0,0,0,0,1,0,bats-core@bats-core.xlsx,130,contributing
"- Gotcha: Never initialize an array on the same line as an export or
declare -g statement. See the Gotchas section below for more
details.",0,0,0,0,1,0,bats-core@bats-core.xlsx,131,contributing
- Declare all variables inside functions using local.,0,0,0,0,1,0,bats-core@bats-core.xlsx,132,contributing
"- Declare temporary file-level variables using declare. Use unset to remove
them when finished.",0,0,0,0,1,0,bats-core@bats-core.xlsx,133,contributing
"- Don't use local -r, as a readonly local variable in one scope can cause a
conflict when it calls a function that declares a local variable of the same
name.",0,0,0,0,1,0,bats-core@bats-core.xlsx,134,contributing
"- Don't use type flags with declare or local. Assignments to integer
variables in particular may behave differently, and it has no effect on array
variables.",0,0,0,0,1,0,bats-core@bats-core.xlsx,135,contributing
"- For most functions, the first lines should use local declarations to
assign the original positional parameters to more meaningful names, e.g.:
format_summary() {
local cmd_name=""$1""
local summary=""$2""
local longest_name_len=""$3""
For very short functions, this may not be necessary, e.g.:
has_spaces() {
[[ ""$1"" != ""${1//[[:space:]]/}"" ]]
}",0,0,0,0,1,0,bats-core@bats-core.xlsx,136,contributing
Command substitution,0,0,0,0,1,0,bats-core@bats-core.xlsx,137,contributing
"- If possible, don't. While this capability is one of Bash's core strengths,
every new process created by Bats makes the framework slower, and speed is
critical to encouraging the practice of automated testing. (This is especially
true on Windows, where process creation is one or two orders of magnitude
slower. See bats-core/bats-core#8 for an illustration of
the difference avoiding subshells makes.) Bash is quite powerful; see if you
can do what you need in pure Bash first.",0,0,0,0,1,0,bats-core@bats-core.xlsx,138,contributing
"- If you need to capture the output from a function, store the output using
printf -v instead if possible. -v specfies the name of the variable into
which to write the result; the caller can supply this name as a parameter.",0,0,0,0,1,0,bats-core@bats-core.xlsx,139,contributing
"- If you must use command substituion, use $() instead of backticks, as it's
more robust, more searchable, and can be nested.",0,0,0,0,1,0,bats-core@bats-core.xlsx,140,contributing
Process substitution,0,0,0,0,1,0,bats-core@bats-core.xlsx,141,contributing
"- If possible, don't use it. See the advice on avoiding subprocesses and using
printf -v in the Command substitution section above.",0,0,0,0,1,0,bats-core@bats-core.xlsx,142,contributing
"- Use wherever necessary and possible, such as when piping input into a while
loop (which avoids having the loop body execute in a subshell) or running a
command taking multiple filename arguments based on output from a function or
pipeline (e.g.  diff).",0,0,0,0,1,0,bats-core@bats-core.xlsx,143,contributing
"- Warning: It is impossible to directly determine the exit status of a process
substitution; emitting an exit status as the last line of output is a possible
workaround.",0,0,0,0,1,0,bats-core@bats-core.xlsx,144,contributing
Conditionals and loops,0,0,0,0,1,0,bats-core@bats-core.xlsx,145,contributing
"- Always use [[ and ]] for evaluating variables. Per the guideline under
Formatting, quote variables and strings within the brackets, but not
regular expressions (or variables containing regular expressions) appearing
on the right side of the =~ operator.",0,0,0,0,1,0,bats-core@bats-core.xlsx,146,contributing
Generating output,0,0,0,0,1,0,bats-core@bats-core.xlsx,147,contributing
"- Use printf instead of echo. Both are Bash builtins, and there's no
perceptible performance difference when running Bats under the time builtin.
However, printf provides a more consistent experience in general, as echo
has limitations to the arguments it accepts, and even the same version of Bash
may produce different results for echo based on how the binary was compiled.
See Stack Overflow: Why is printf better than echo? for
excruciating details.",0,0,0,0,1,0,bats-core@bats-core.xlsx,148,contributing
Signal names,0,0,0,0,1,0,bats-core@bats-core.xlsx,149,contributing
"Always use upper case signal names (e.g. trap - INT EXIT) to avoid locale
dependent errors. In some locales (for example Turkish, see
Turkish dotless i) lower
case signal names cause Bash to error. An example of the problem:",0,0,0,0,1,0,bats-core@bats-core.xlsx,150,contributing
"$ echo ""tr_TR.UTF-8 UTF-8"" >> /etc/locale.gen && locale-gen tr_TR.UTF-8 # Ubuntu derivatives
$ LC_CTYPE=tr_TR.UTF-8 LC_MESSAGES=C bash -c 'trap - int && echo success'
bash: line 0: trap: int: invalid signal specification
$ LC_CTYPE=tr_TR.UTF-8 LC_MESSAGES=C bash -c 'trap - INT && echo success'
success",0,0,0,0,1,0,bats-core@bats-core.xlsx,151,contributing
Gotchas,0,0,0,0,1,0,bats-core@bats-core.xlsx,152,contributing
"- If you wish to use command substitution to initialize a local variable, and
then check the exit status of the command substitution, you must declare the
variable on one line and perform the substitution on another. If you don't,
the exit status will always indicate success, as it is the status of the
local declaration, not the command substitution.",0,0,0,0,1,0,bats-core@bats-core.xlsx,153,contributing
"- To work around a bug in some versions of Bash whereby arrays declared with
declare -g or export and initialized in the same statement eventually go
out of scope, always export the array name on one line and initialize it the
next line. See:",0,0,0,0,0,0,bats-core@bats-core.xlsx,154,contributing
- https://lists.gnu.org/archive/html/bug-bash/2012-06/msg00068.html,0,0,0,0,0,0,bats-core@bats-core.xlsx,155,contributing
- ftp://ftp.gnu.org/gnu/bash/bash-4.2-patches/bash42-025,0,0,0,0,0,0,bats-core@bats-core.xlsx,156,contributing
- http://lists.gnu.org/archive/html/help-bash/2012-03/msg00078.html,0,0,0,0,0,0,bats-core@bats-core.xlsx,157,contributing
- ShellCheck can help to identify many of these issues,0,0,0,0,0,0,bats-core@bats-core.xlsx,158,contributing
Open Source License,0,0,0,0,0,1,bats-core@bats-core.xlsx,159,contributing
"This software is made available under the MIT License.
For the text of the license, see the LICENSE file.",0,0,0,0,0,1,bats-core@bats-core.xlsx,160,contributing
Credits,0,0,0,0,0,0,bats-core@bats-core.xlsx,161,contributing
"- This guide was heavily written by BATS-core member @mbland
for go-script-bash, tweaked for BATS-core",0,0,0,0,0,0,bats-core@bats-core.xlsx,162,contributing
- Table of Contents created by gh-md-toc,0,0,0,0,0,0,bats-core@bats-core.xlsx,163,contributing
"- The official bash logo is copyrighted
by the Free Software Foundation, 2016 under the Free Art License",0,0,0,0,0,0,bats-core@bats-core.xlsx,164,contributing
Contributing to Bazel,0,0,0,0,0,0,bazelbuild@bazel.xlsx,2,contributing
Contributor License Agreement,0,0,0,0,0,1,bazelbuild@bazel.xlsx,3,contributing
"Contributions to this project must be accompanied by a Contributor License
Agreement. You (or your employer) retain the copyright to your contribution,
this simply gives us permission to use and redistribute your contributions as
part of the project. Head over to https://cla.developers.google.com/ to see
your current agreements on file or to sign a new one.",0,0,0,0,0,1,bazelbuild@bazel.xlsx,4,contributing
"You generally only need to submit a CLA once, so if you've already submitted one
(even if it was for a different project), you probably don't need to do it
again.",0,0,0,0,0,1,bazelbuild@bazel.xlsx,5,contributing
Patch Acceptance Process,0,0,0,0,0,1,bazelbuild@bazel.xlsx,6,contributing
Read how to contribute to Bazel,1,0,0,0,0,0,bazelbuild@bazel.xlsx,7,contributing
We're always happy to receive Pull Requests from the Wraith community.,0,0,0,0,0,0,BBC-News@wraith.xlsx,2,contributing
Guidelines:,0,0,0,0,0,0,BBC-News@wraith.xlsx,3,contributing
- Make sure your PR is documented (What does it do? Why is it needed?),0,0,0,0,0,1,BBC-News@wraith.xlsx,4,contributing
- New features and bug fixes should have tests written alongside them,0,0,0,0,0,1,BBC-News@wraith.xlsx,5,contributing
"- Appreciate that contributors maintain Wraith in their spare time, so a response may take several weeks",0,0,0,0,0,1,BBC-News@wraith.xlsx,6,contributing
A PR is more likely to be merged if it fixes one of Wraith's open issues.,0,0,0,0,0,1,BBC-News@wraith.xlsx,7,contributing
How to contribute:,1,0,0,0,0,0,BBC-News@wraith.xlsx,8,contributing
- Fork a branch based off BBC-News/wraith:master and do all of your changes within it.,1,0,0,0,0,0,BBC-News@wraith.xlsx,9,contributing
- Make commits of logical units and describe them properly.,1,0,0,0,0,0,BBC-News@wraith.xlsx,10,contributing
- Check for unnecessary whitespace with git diff --check before committing.,1,0,0,0,0,1,BBC-News@wraith.xlsx,11,contributing
"- If possible, submit tests to your patch / new feature so it can be tested easily.",1,0,0,0,0,1,BBC-News@wraith.xlsx,12,contributing
- Assure nothing is broken by running all the tests (bundle exec rspec).,1,0,0,0,0,1,BBC-News@wraith.xlsx,13,contributing
- Please ensure that it complies with coding standards.,1,0,0,0,1,0,BBC-News@wraith.xlsx,14,contributing
"- When writing the title of your Pull Request, if you have to pause to add an 'and' anywhere in the title - it should be two pull requests.",1,0,0,0,0,1,BBC-News@wraith.xlsx,15,contributing
Please raise any issues with this project as a GitHub issue.,1,0,0,0,0,0,BBC-News@wraith.xlsx,16,contributing
Contributing,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,2,contributing
Thank you for your interest in contributing to the sqs-consumer.,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,3,contributing
"- If you're unsure if a feature would make a good addition, you can always create an issue first. Raising an issue before creating a pull request is recommended.",1,0,0,0,0,0,bbc@sqs-consumer.xlsx,4,contributing
- We aim for 100% test coverage. Please write tests for any new functionality or changes.,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,5,contributing
- Any API changes should be fully documented.,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,6,contributing
- Make sure your code meets our linting standards. Run npm run lint to check your code.,0,0,0,0,1,0,bbc@sqs-consumer.xlsx,7,contributing
- Maintain the existing coding style. There are some settings in .jsbeautifyrc to help.,0,0,0,0,1,0,bbc@sqs-consumer.xlsx,8,contributing
- Be mindful of others when making suggestions and/or code reviewing.,0,0,1,0,0,0,bbc@sqs-consumer.xlsx,9,contributing
Reporting Issues,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,10,contributing
"Before opening a new issue, first check that there is not already an open issue or Pull Request that addresses it.",0,0,0,0,0,0,bbc@sqs-consumer.xlsx,11,contributing
"If there is, make relevant comments and add your reaction. Use a reaction in place of a ""+1"" comment:",0,0,0,0,0,0,bbc@sqs-consumer.xlsx,12,contributing
- ? - upvote,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,13,contributing
- ? - downvote,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,14,contributing
"If you cannot find an existing issue that describes your bug or feature, create a new issue using the guidelines below.",0,0,0,0,0,0,bbc@sqs-consumer.xlsx,15,contributing
1.  Pick an appropriate template for the type of issue from here,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,16,contributing
2.  Provide as much detail as possible,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,17,contributing
3.  Follow your issue in the issue tracking workflow,0,0,0,0,0,0,bbc@sqs-consumer.xlsx,18,contributing
Contributing Code,1,0,0,0,0,0,bbc@sqs-consumer.xlsx,19,contributing
"If you do not have push access to the repository, please fork it. You should then work on your own master branch.",1,0,0,0,0,0,bbc@sqs-consumer.xlsx,20,contributing
"Otherwise, you may clone this repository and create a working branch with a kebab-case name reflecting what you are working on (e.g. fix-the-thing).",1,0,0,0,0,0,bbc@sqs-consumer.xlsx,21,contributing
Follow the setup instructions in the README.,0,0,0,1,0,0,bbc@sqs-consumer.xlsx,22,contributing
Ensure all your code is thoroughly tested and that this testing is detailed in the pull request.,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,23,contributing
Pull Request Process,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,24,contributing
1.  Make sure you have opened an issue and it was approved by a project maintainer before working on a PR,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,25,contributing
2.  Read and complete all relevant sections of the PR template,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,26,contributing
3.  Wait for the PR get approved,0,0,0,0,0,1,bbc@sqs-consumer.xlsx,27,contributing
New Features,0,0,0,0,0,0,bchavez@Bogus.xlsx,2,contributing
Bogus a superset of faker.js's features. Adding additional features are welcome. New features and additional APIs can be added so long as we maintain semantic API compatibility with faker.js and maintain compatibility with faker.js locale data.,0,0,0,0,0,0,bchavez@Bogus.xlsx,3,contributing
Contributing,0,0,0,0,0,0,bchavez@Bogus.xlsx,4,contributing
"Here are some helpful guidelines to keep in mind when contributing.  While following them isn't absolutely required, it does help everyone to accept your pull-requests with maximum awesomeness.",0,0,0,0,0,1,bchavez@Bogus.xlsx,5,contributing
- :heavy_check_mark: CONSIDER adding a unit test if your PR resolves an issue or adds features.,0,0,0,0,0,1,bchavez@Bogus.xlsx,6,contributing
- :heavy_check_mark: DO add XML comment documentation to new API calls along parameter documentation.,0,0,0,0,0,1,bchavez@Bogus.xlsx,7,contributing
- :heavy_check_mark: DO keep pull requests small so they can be easily reviewed.,0,0,0,0,0,1,bchavez@Bogus.xlsx,8,contributing
- :heavy_check_mark: DO make sure unit tests pass.,0,0,0,0,0,1,bchavez@Bogus.xlsx,9,contributing
- :x: AVOID breaking the continuous integration build.,0,0,0,0,0,1,bchavez@Bogus.xlsx,10,contributing
