Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Label,Spreadsheet,Worksheet,Row Index
- we can advise you how to go about it,0,0,0,0,0,1,SC – Submit the changes,BrowserSync@browser-sync.xlsx,contributing,31
"- we can write the test, and then explain them to you.",0,0,0,0,0,1,SC – Submit the changes,BrowserSync@browser-sync.xlsx,contributing,32
- This project has a .editorconfig file to help with code style; go to EditorConfig.org and download the plugin for your IDE.,0,0,0,0,1,0,DC – Deal with the code,BrowserSync@browser-sync.xlsx,contributing,33
- Don't introduce any extra 3rd party libraries unless you're creating a brand new feature that requires it.,0,0,0,0,1,0,DC – Deal with the code,BrowserSync@browser-sync.xlsx,contributing,34
- Try to keep your code simple and readable.,0,0,0,0,1,0,DC – Deal with the code,BrowserSync@browser-sync.xlsx,contributing,35
"- Improve my code! Browsersync has a lot of moving parts and I don't pretend to be skilled in any particular area.
If you have particular experience though, then feel free to rip my code apart and tell me a better way to do something - I'll be extremely grateful (as will the growing number of users!).",0,0,0,0,1,0,DC – Deal with the code,BrowserSync@browser-sync.xlsx,contributing,36
Thank you!,0,0,0,0,0,0,No categories identified.,BrowserSync@browser-sync.xlsx,contributing,37
"If you contribute to Browsersync, or any other Open Source project, you're awesome! This project has been vastly improved
by community input & contributions and we look forward to continuing that trend.",0,0,0,0,0,0,No categories identified.,BrowserSync@browser-sync.xlsx,contributing,38
Contributing to Brunch,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,0
Did you find a bug?,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,1
"First, make sure it was not already reported by taking a look at the currently open Issues on GitHub.",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,2
"If nothing resembling what you are experiencing was reported, feel free to open a new issue.
Make sure your description of the issue is clear and contains as much relevant information as possible.
The issue will be handled more quickly if it includes a link to a sample repo that demonstrates incorrect behavior.",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,3
"We never ask you to share your private, possibly NDA'd, application with us.
Just create a tiny application that includes a resembling config as well as just enough code to reproduce the issue.A",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,4
Do you want to write a patch yourself?,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,5
The Process,1,0,0,0,0,0,CF – Contribution flow,brunch@brunch.xlsx,contributing,6
- Open a new Pull Request with the patch.,1,0,0,0,0,0,CF – Contribution flow,brunch@brunch.xlsx,contributing,7
"- Clearly describe what is being fixed. If possible, reference a bug report or a feature request.",1,0,0,0,0,0,CF – Contribution flow,brunch@brunch.xlsx,contributing,8
- Update the docs if the new functionality is added.,1,0,0,0,0,0,CF – Contribution flow,brunch@brunch.xlsx,contributing,9
Brunch internals overview,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,10
"Brunch, the tool, is split across several modules:",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,11
"- brunch/brunch is the main repo.
It ties everything together to provide the build tool you'll love.
Generally, if something doesn't fit into the other repos, it goes here.",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,12
"- brunch/deppack is at heart of Brunch 2's new NPM integration.
If it has to do with exposing NPM modules to the browser, it most likely belongs here.",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,13
"- brunch/node-browser-modules exposes browser shims for Node modules.
This one is used by deppack.",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,14
"- brunch/commonjs-require-definition is the CommonJS runtime.
It handles how modules are registered and required.
This probably shouldn't be touched unless there is a new deppack feature that needs some changes to the runtime.",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,15
"- brunch/init-skeleton helps you create new Brunch apps.
It uses the list of skeletons from brunch/skeletons",0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,16
Some more:,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,17
- paulmillr/loggy is a lightweight logging library.,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,18
- paulmillr/chokidar is behind Brunch's file watching magic.,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,19
- paulmillr/pushserver is the default HTTP server.,0,0,0,0,0,0,No categories identified.,brunch@brunch.xlsx,contributing,20
Where the documentation lives:,0,0,0,0,1,0,DC – Deal with the code,brunch@brunch.xlsx,contributing,21
- brunch/brunch.github.io,0,0,0,0,1,0,DC – Deal with the code,brunch@brunch.xlsx,contributing,22
- brunch/brunch-guide,0,0,0,0,1,0,DC – Deal with the code,brunch@brunch.xlsx,contributing,23
How to set up the dev env,0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,24
"It won't make much sense to blindly edit the Brunch's sources and get no feedback on whether you are heading in the right direction.
If you are making changes, you most likely are either a) fixing a bug, or b) adding a feature",0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,25
"To use your local fork of Brunch, as you need to do is:",0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,26
1.  run npm link in the Brunch fork directory. This will make your fork the globally available Brunch on your system.,0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,27
2.  run npm link brunch in your sample application. This will make node_modules/brunch in your app a symlink to your Brunch fork.,0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,28
"Additionally, if your changes span past brunch/brunch, you will also need to:",0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,29
1.  run npm link from the forked module.,0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,30
2.  run npm link <module name> from the Brunch fork directory to link it to Brunch.,0,0,0,1,0,0,BW – Build local workspace,brunch@brunch.xlsx,contributing,31
Contributing,0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,0
"Contributions of all types are welcome.
We use GitHub as our bug and feature tracker both for code and for other aspects of the library (documentation, the wiki, etc.).",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,1
Asking Questions,0,0,1,0,0,0,TC – Talk to the community,bumptech@glide.xlsx,contributing,2
"The best way to ask general questions is to send an email to our mailing list, or join #glide-library on freenode.org.",0,0,1,0,0,0,TC – Talk to the community,bumptech@glide.xlsx,contributing,3
Filing issues,0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,4
"When in doubt, file an issue. We'd rather close a few duplicate issues than let a problem go unnoticed.
Similarly if you support a particular feature request, feel free to let us know by commenting on the issue or subscribing to the issue.",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,5
"To file a new issue, please use our issue template and fill out the template as much as possible (remove irrelevant parts).
The more information you can provide, the more likely we are to be able help.",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,6
Contributing code,0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,7
"Pull requests are welcome for all parts of the codebase, especially the integration libraries.
You can find instructions on building the project in README.md.
Our code style is defined in Intellij project files in the repo and also by our Checkstyle config.
If you'd like to submit code, but can't get the style checks to pass, feel free to put up your pull request anyway and we can help you fix the style issues.
If you'd like to contribute code, you will need to sign Google's individual contributor license agreement which will be asked when you create the PR by googlebot should you forget it.",1,0,0,0,0,0,CF – Contribution flow,bumptech@glide.xlsx,contributing,8
Labels,0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,9
"Labels on issues are managed by contributors, you don't have to worry about them. Here's a list of what they mean:",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,10
"- bug: feature that should work, but doesn't",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,11
- enhancement: minor tweak/addition to existing behavior,0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,12
"- feature: new behavior, bigger than enhancement, it gives more bang to Glide",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,13
"- question: no need to modify Glide to fix the issue, usually a usage problem",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,14
"- reproducible: has enough information to very easily reproduce, mostly in form of a small project in a GitHub repo",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,15
"- repro-needed: we need some code to be able to reproduce and debug locally, otherwise there's not much we can do",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,16
- duplicate: there's another issue which already covers/tracks this,0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,17
"- wontfix: working as intended, or won't be fixed due to compatibility or other reasons",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,18
"- invalid: there isn't enough information to make a verdict, or unrelated to Glide",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,19
"- non-library: issue is not in the core library code, but rather in documentation, samples, build process, releases",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,20
"- v4: problem originated in v4, or question about v4 (while v3 is in wide use)",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,21
"bug + enhancement: feature that doesn't work, but it's an edge case that either has a workaround or doesn't affect many users",0,0,0,0,0,0,No categories identified.,bumptech@glide.xlsx,contributing,22
Contributing Guide,1,0,0,0,0,0,CF – Contribution flow,burnash@gspread.xlsx,contributing,0
- Check the GitHub Issues for open issues that need attention.,0,1,0,0,0,0,CT – Choose a task,burnash@gspread.xlsx,contributing,1
- Follow the How to submit a contribution Guide.,1,0,0,0,0,0,CF – Contribution flow,burnash@gspread.xlsx,contributing,2
- Make sure unit tests pass. Please read how to run unit tests below.,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,3
- If you are fixing a bug:,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,4
"- If you are resolving an existing issue, reference the issue id in a commit message (fixed #XXX).",0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,5
"- If the issue has not been reported, please add a detailed description of the bug in the PR.",1,0,0,0,0,0,CF – Contribution flow,burnash@gspread.xlsx,contributing,6
- Please add a regression test case.,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,7
- If you are adding a new feature:,1,0,0,0,0,0,CF – Contribution flow,burnash@gspread.xlsx,contributing,8
- Please open a suggestion issue first.,1,0,0,0,0,0,CF – Contribution flow,burnash@gspread.xlsx,contributing,9
- Provide a convincing reason to add this feature and have it greenlighted before working on it.,1,0,0,0,0,0,CF – Contribution flow,burnash@gspread.xlsx,contributing,10
- Add tests to cover the functionality.,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,11
- Please follow Style Guide for Python Code.,0,0,0,0,1,0,DC – Deal with the code,burnash@gspread.xlsx,contributing,12
Testing,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,13
1.  Obtain OAuth2 credentials from Google Developers Console,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,14
2.  Install test requirements:,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,15
pip install -r test-requirements.txt,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,16
3.  Run tests:,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,17
GS_CREDS_FILENAME=<YOUR_CREDS.json> nosetests -vv tests/test.py,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,18
where YOUR_CREDS.json is a path to the file you downloaded in step 1.,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,19
Tip: To run a specific test method append its name in the form of :TestClassName.test_method_name to tests/test.py.,0,0,0,0,0,1,SC – Submit the changes,burnash@gspread.xlsx,contributing,20
Example:,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,21
GS_CREDS_FILENAME=<YOUR_CREDS.json> nosetests -vv tests/test.py:WorksheetTest.test_find,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,22
"Note: gspread uses Betamax to record and replay HTTP interactions with Sheets API.
You can control Betamax's Record Mode using GS_RECORD_MODE environment variable:",0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,23
GS_RECORD_MODE=all GS_CREDS_FILENAME=<YOUR_CREDS.json> nosetests -vv tests/test.py,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,24
Render Documentation,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,25
The documentation uses reStructuredText markup and is rendered by Sphinx.,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,26
"To build the documentation locally, install Sphinx:",0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,27
pip install Sphinx,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,28
"Then from the project directory, run:",0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,29
sphinx-build -b html docs html,0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,30
"Once finished, the rendered documentation will be in html folder. index.html is an entry point.",0,0,0,0,0,0,No categories identified.,burnash@gspread.xlsx,contributing,31
Bug Reports | Features Requests | Submitting Pull Requests | Running Local Demo | Running Tests,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,0
Contributing to this project,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,1
Please take a moment to review this document in order to make the contribution process easy and effective for everyone involved.,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,2
"Following these guidelines helps to communicate that you respect the time of the developers managing and developing this open source project.
In return, they should reciprocate that respect in addressing your issue or assessing patches and features.",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,3
Using the issue tracker,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,4
The issue tracker is the preferred channel for bug reports but please respect the following restrictions:,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,5
- Please do not use the issue tracker for personal support requests (use Slack).,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,6
- Please do not derail or troll issues. Keep the discussion on topic and respect the opinions of others.,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,7
Bug reports,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,8
"A bug is a demonstrable problem that is caused by the code in the repository.
Good bug reports are extremely helpful - thank you!",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,9
Guidelines for bug reports:,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,10
1.  Use the GitHub issue search — check if the issue has already been reported.,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,11
2.  Check if the issue has been fixed — try to reproduce it using the latest master or development branch in the repository.,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,12
3.  Isolate the problem — create a reduced test case and a live example (using a site like Plunker).,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,13
"A good bug report shouldn't leave others needing to chase you up for more information.
Please try to be as detailed as possible in your report.
Which versions of react-virtualized and react are you using?
What steps will reproduce the issue? What browser(s) and OS experience the problem?
What would you expect to be the outcome?
All these details will help people to fix any potential bugs.",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,14
Example:,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,15
Short and descriptive example bug report title,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,16
"A summary of the issue and the browser/OS environment in which it occurs.
If suitable, include the steps required to reproduce the bug.",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,17
1.  This is the first step,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,18
2.  This is the second step,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,19
"3.  Further steps, etc.",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,20
<url> - a link to the reduced test case,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,21
"Any other information you want to share that is relevant to the issue being reported.
This might include the lines of code that you have identified as causing the bug,
and potential solutions (and your opinions on their merits).",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,22
Feature requests,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,23
"Feature requests are welcome.
But take a moment to find out whether your idea fits with the scope and aims of the project.
It's up to you to make a strong case to convince the project's developers of the merits of this feature.
Please provide as much detail and context as possible.",0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,24
Pull requests,0,0,0,0,0,0,No categories identified.,bvaughn@react-virtualized.xlsx,contributing,25
"Good pull requests - patches, improvements, new features - are a fantastic help.
They should remain focused in scope and avoid containing unrelated commits.",0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,26
"Please ask first before embarking on any significant pull request (e.g. implementing features, refactoring code, porting to a different language),
otherwise you risk spending a lot of time working on something that the project's developers might not want to merge into the project.",1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,27
"Please adhere to the coding conventions used throughout a project (indentation, accurate comments, etc.) and any other requirements (such as test coverage).",0,0,0,0,1,0,DC – Deal with the code,bvaughn@react-virtualized.xlsx,contributing,28
Follow this process if you'd like your work considered for inclusion in the project:,1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,29
"1.  Fork the project, clone your fork, and configure the remotes:",1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,30
"# Clone your fork of the repo into the current directory
git clone https://github.com/<your-username>/react-virtualized
# Navigate to the newly cloned directory
cd react-virtualized
# Assign the original repo to a remote called ""upstream""
git remote add upstream https://github.com/bvaughn/react-virtualized",0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,31
"2.  If you cloned a while ago, get the latest changes from upstream:",1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,32
"git checkout master
git pull upstream master",0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,33
3.  Install/update dependencies:,1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,34
yarn install,0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,35
"4.  Create a new topic branch (off the main project development branch) to
contain your feature, change, or fix:",1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,36
git checkout -b <topic-branch-name>,0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,37
"5.  Commit your changes in logical chunks.
Please adhere to these git commit message guidelines
or your code is unlikely be merged into the main project.
Use Git's interactive rebase
feature to tidy up your commits before making them public.",1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,38
6.  Locally merge (or rebase) the upstream development branch into your topic branch:,1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,39
git pull [--rebase] upstream master,0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,40
7.  Push your topic branch up to your fork:,1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,41
git push origin <topic-branch-name>,0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,42
"8.  Open a Pull Request
with a clear title and description.",1,0,0,0,0,0,CF – Contribution flow,bvaughn@react-virtualized.xlsx,contributing,43
"IMPORTANT: By submitting a patch, you agree to allow the project owner to license your work under the same license as that used by this project (MIT).",0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,44
Running Local Demo,0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,45
You can run the local demo with NPM like so:,0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,46
"cd <root>
yarn start",0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,47
The local app will then be available at http://localhost:3001,0,0,0,1,0,0,BW – Build local workspace,bvaughn@react-virtualized.xlsx,contributing,48
Running Tests,0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,49
"All unit tests must pass before a pull request will be approved.
You can run unit tests with NPM like so:",0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,50
"cd <root>
yarn test",0,0,0,0,0,1,SC – Submit the changes,bvaughn@react-virtualized.xlsx,contributing,51
Contributing,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,0
"Below you will find a collection of guidelines for submitting issues as well as contributing code to the Caffe repository.
Please read those before starting an issue or a pull request.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,1
Issues,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,2
"Specific Caffe design and development issues, bugs, and feature requests are maintained by GitHub Issues.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,3
"Please do not post installation, build, usage, or modeling questions, or other requests for help to Issues.
Use the caffe-users list instead.
This helps developers maintain a clear, uncluttered, and efficient view of the state of Caffe.
See the chapter caffe-users below for guidance on posting to the users list.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,4
"When reporting an issue, it's most helpful to provide the following information, where applicable:",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,5
- How does the problem look like and what steps reproduce it?,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,6
"- Can you reproduce it using the latest master, compiled with the DEBUG make option?",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,7
- What hardware and software are you running? In particular:,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,8
"- GPU make and model, if relevant,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,9
"- operating system/distribution,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,10
"- compiler; please also post which version (for example, with GCC run gcc --version to check),",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,11
"- CUDA version, if applicable (run nvcc --version to check),",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,12
"- cuDNN version, if applicable (version number is stored in cudnn.h, look for lines containing CUDNN_MAJOR, CUDNN_MINOR and CUDNN_PATCHLEVEL),",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,13
"- BLAS library,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,14
"- Python version, if relevant,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,15
"- MATLAB version, if relevant.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,16
- What have you already tried to solve the problem? How did it fail? Are there any other issues related to yours?,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,17
"- If this is not a build-related issue, does your installation pass make runtest?",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,18
"- If the bug is a crash, provide the backtrace (usually printed by Caffe; always obtainable with gdb).",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,19
"- If you are reporting a build error that seems to be due to a bug in Caffe, please attach your build configuration (either Makefile.config or CMakeCache.txt) and the output of the make (or cmake) command.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,20
"If only a small portion of the code/log is relevant to your issue, you may paste it directly into the post, preferably using Markdown syntax for code block: triple backtick ( ``` ) to open/close a block.
In other cases (multiple files, or long files), please attach them to the post - this greatly improves readability.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,21
"If the problem arises during a complex operation (e.g. large script using pycaffe, long network prototxt), please reduce the example to the minimal size that still causes the error.
Also, minimize influence of external modules, data etc. - this way it will be easier for others to understand and reproduce your issue, and eventually help you.
Sometimes you will find the root cause yourself in the process.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,22
Try to give your issue a title that is succinct and specific. The devs will rename issues as needed to keep track of them.,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,23
Caffe-users,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,24
"Before you post to the caffe-users list, make sure you look for existing solutions.
The Caffe community has encountered and found solutions to countless problems - benefit from the collective experience.
Recommended places to look:",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,25
"- the users list itself,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,26
"- caffe tag on StackOverflow,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,27
"- GitHub issues tracker (some problems have been answered there),",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,28
"- the public wiki,",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,29
- the official documentation.,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,30
"Found a post/issue with your exact problem, but with no answer?
Don't just leave a ""me too"" message - provide the details of your case.
Problems with more available information are easier to solve and attract good attention.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,31
"When posting to the list, make sure you provide as much relevant information as possible - recommendations for an issue report (see above) are a good starting point.
Please make it very clear which version of Caffe you are using, especially if it is a fork not maintained by BVLC.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,32
"Formatting recommendations hold: paste short logs/code fragments into the post (use fixed-width text for them), attach long logs or multiple files.",0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,33
Pull Requests,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,34
Caffe welcomes all contributions.,0,0,0,0,0,0,No categories identified.,BVLC@caffe.xlsx,contributing,35
See the contributing guide for details.,1,0,0,0,0,0,CF – Contribution flow,BVLC@caffe.xlsx,contributing,36
"Briefly: read commit by commit, a PR should tell a clean, compelling story of one improvement to Caffe. In particular:",0,0,0,0,0,1,SC – Submit the changes,BVLC@caffe.xlsx,contributing,37
"- A PR should do one clear thing that obviously improves Caffe, and nothing more. Making many smaller PRs is better than making one large PR; review effort is superlinear in the amount of code involved.",0,0,0,0,0,1,SC – Submit the changes,BVLC@caffe.xlsx,contributing,38
"- Similarly, each commit should be a small, atomic change representing one step in development. PRs should be made of many commits where appropriate.",0,0,0,0,0,1,SC – Submit the changes,BVLC@caffe.xlsx,contributing,39
"- Please do rewrite PR history to be clean rather than chronological. Within-PR bugfixes, style cleanups, reversions, etc. should be squashed and should not appear in merged PR history.",0,0,0,0,0,1,SC – Submit the changes,BVLC@caffe.xlsx,contributing,40
"- Anything nonobvious from the code should be explained in comments, commit messages, or the PR description, as appropriate.",0,0,0,0,0,1,SC – Submit the changes,BVLC@caffe.xlsx,contributing,41
Contributing,0,0,0,0,0,0,No categories identified.,bvschaik@julius.xlsx,contributing,0
"When contributing to this repository, please first discuss the change you wish to make via issue,
Gitter, or any other method with the owner of this repository before opening a pull request.",0,0,1,0,0,0,TC – Talk to the community,bvschaik@julius.xlsx,contributing,1
Aim of the project,0,0,0,0,0,0,No categories identified.,bvschaik@julius.xlsx,contributing,2
