Paragraph,Label
Submitting an Issue,No categories identified.
- Build chai.js,No categories identified.
- Fix any merge conflicts,SC – Submit the changes
Design Principles,No categories identified.
"If you believe you've found a bug in the source code, and are unable to fix it yourself (by submitting a PR) please follow these steps:",No categories identified.
"git checkout dev
git rebase upstream/dev
git branch -m my-new-branch-123
git branch dev upstream/dev",SC – Submit the changes
"The footer should contain any information about Breaking Changes and is also the place to
reference GitHub issues that this commit Closes.",SC – Submit the changes
Verify Karaf features,No categories identified.
"In some cases you'll see a test retry message like this
(but it will eventually pass):",No categories identified.
Pull Requests,No categories identified.
"It would be helpful to provide a demo which can re-produce the bug 100%. Please give us the steps in detail that can help us re-producing the bug you met. Then, create an issue. The most important thing is: double check before claiming that you have found a bug.",No categories identified.
"- One pull request per feature.  If you want to do more than one thing, send multiple pull requests.",SC – Submit the changes
Contributing,No categories identified.
feat: inherit num partitions and replicas from source topic in CSAS/CTAS,No categories identified.
"If you have questions regarding development, send us an e-mail at lynis-dev.",SC – Submit the changes
Guidelines,No categories identified.
"Regardless of whether Robolectric tests are added or modified, all tests must be passing on the branch of the PR when running ./gradlew test",SC – Submit the changes
"Please turn on the following options only (all of them are available in release 1.1.0 and above, see https://github.com/dubreuia/intellij-plugin-save-actions/releases):",DC – Deal with the code
- Ensure that the new application is disabled by default.,SC – Submit the changes
func azure functionapp fetch-app-settings <functionName>,BW – Build local workspace
Reporting Bugs/Feature Requests,No categories identified.
Contributor License Agreement,SC – Submit the changes
Coding Style,DC – Deal with the code
Support requests,No categories identified.
Contributing,No categories identified.
Contribute to Doris,No categories identified.
"- If you work for a company that wants to allow you to contribute your work,
then you'll need to sign a [corporate CLA]
(http://code.google.com/legal/corporate-cla-v1.0.html).",CF – Contribution flow
- don't capitalize first letter,SC – Submit the changes
Tests,SC – Submit the changes
- You are making commits in a feature branch.,SC – Submit the changes
"Then additional variables (import_variables and import_configs) are
then merged and take precedence over local variables.",DC – Deal with the code
- What do you expect from Conan.,No categories identified.
- We'll review your PR as soon as possible and get back to you if needed.,SC – Submit the changes
2.  If you've added code that should be tested.,CF – Contribution flow
How to contribute,No categories identified.
- Maintainer for .deb and .rpm packages wanted,CT – Choose a task
Security issue notifications,No categories identified.
git stash,SC – Submit the changes
Testing,No categories identified.
"- The two app files, genghis.rb and genghis.php are built via Rake. To regenerate them, run rake build from the
project directory.",BW – Build local workspace
"- Follow the conventions you see used in the project. This is especially important when switching between languages,
since Genghis is essentially a Ruby server, an PHP server, and a JavaScript client. Make your code look like the code
around it.",SC – Submit the changes
"Bringing this all together, the steps below should configure, build,
and run all tests in the Debug compilation.",SC – Submit the changes
Contributing to API Platform,No categories identified.
4.  Test your changes,CF – Contribution flow
- Never use tabs.,DC – Deal with the code
"Contributions are always welcome, no matter how large or small! Before contributing, please read the code of conduct.",TC – Talk to the community
Style Guide,DC – Deal with the code
- Contribute Documentation,No categories identified.
"Optional. The footer should contain any information about Breaking Changes and is also the place to
reference GitHub issues that this commit Closes.",SC – Submit the changes
6.  Ensure that your code has an appropriate set of unit tests which all pass.,CF – Contribution flow
Code of conduct,TC – Talk to the community
If the test suite passes on your local machine you should be good to go.,SC – Submit the changes
- For individuals we have a simple click-through form.,SC – Submit the changes
Testing,SC – Submit the changes
"- Changes to 'metadata' files like Gemfile, .gitignore, build scripts, etc.",No categories identified.
- Be able to automatically and correctly increment the semver version number based on what was done since the last release.,SC – Submit the changes
- Trivial documentation issues welcome (example),No categories identified.
1.  Willing to dedicate a regular amount of time to invest in this project,No categories identified.
Contributions are welcome and will be fully credited.,No categories identified.
"To successfully do that, they must be compilable. The easiest way to do that is using
a fixture, which looks like this:",No categories identified.
XML styleguide,DC – Deal with the code
Stripe configuration,DC – Deal with the code
"- Avoid merge commits in your PRs. If you want to pull in the latest changes from the develop branch, rebase on top of the develop branch instead of merging the develop branch into your feature branch.",SC – Submit the changes
"Follow either of the two links above to access the appropriate CLA and
instructions for how to sign and return it. Once we receive it, we'll be able to
accept your pull requests.",SC – Submit the changes
"- Use the order public, protected, and then private in classes.",DC – Deal with the code
"If you would like to report issues with AppImageKit itself, or would like to contribute to its development, please see get in touch with us in #AppImage on irc.freenode.net. We welcome pull requests addressing any of the open issues and/or other bugfixes and/or feature additions. In the case of complex feature additions, it is best to contact us first, before you spend much time.",No categories identified.
RAILS_ENV=production rake assets:precompile,No categories identified.
- All the tests pass.,SC – Submit the changes
- perf: A code change that improves performance,SC – Submit the changes
Rejected,No categories identified.
- Interactor version,No categories identified.
"When your code is formatted according to the Contiki code style and
follows the Contiki naming standard, it is time to send it to the
Contiki maintainers to look at!",SC – Submit the changes
If you're adding a new application:,SC – Submit the changes
- If you add new functionality please also add tests to validate this.,SC – Submit the changes
"Catch2 has multiple layers of tests that are then run as part of our CI.
The most obvious one are the unit tests compiled into the SelfTest
binary. These are then used in ""Approval tests"", which run (almost) all
tests from SelfTest through a specific reporter and then compare the
generated output with a known good output (""Baseline""). By default, new
tests should be placed here.",SC – Submit the changes
"Excellent! You've chosen to help advance the project by either fixing a bug, or implementing a new feature.  Before you put forth any work on a PR, please follow these steps:",SC – Submit the changes
"Example: numberOfPoints, ptsCount (or even ptsNum for the laziest ;-)",No categories identified.
Scope,SC – Submit the changes
:ship:,No categories identified.
- feat: A new feature,SC – Submit the changes
"You can install PostgreSQL easily on most linux distros by using their package manager.
With Ubuntu this should do it:",BW – Build local workspace
"- an explanation of why you should be a committer,",No categories identified.
- @angular-devkit/build-angular,SC – Submit the changes
"- Python version, if relevant,",No categories identified.
The build system has full integration with GitHub and you will be notified automatically if all tests have passed.,SC – Submit the changes
- Overview of the Issue - if an error is being thrown a non-minified stack trace helps,No categories identified.
6.  Issue that Pull Request!,SC – Submit the changes
"npm install -g grunt-cli
npm install",BW – Build local workspace
- See: Triage Process,No categories identified.
That's it! Thank you for your contribution!,CF – Contribution flow
git commit -a,CF – Contribution flow
1.  Make sure you have a GitHub account.,CF – Contribution flow
- Conditionals and loops,No categories identified.
Suggesting enhancements,No categories identified.
Push to your fork and submit a pull request.,CF – Contribution flow
- Sometimes a change that helps you with your cmder experience and tools doesn't always mean other people may need/want it.,SC – Submit the changes
"- Note: This also helps avoid subtle bugs, as trying to initialize one
variable using the value of another declared in the same statement will
not do what you may expect. The initialization of the first variable will
not yet be complete when the second variable is declared, so the first
variable will have an empty value.",DC – Deal with the code
- Java,CF – Contribution flow
3.  Open a new issue describing the particular problem. Be sure to include a link to the uploaded file.,No categories identified.
Separate each logical change into a separate commit.,SC – Submit the changes
"- import any data from external files (configs, variables, etc)",DC – Deal with the code
- engine version,No categories identified.
Hi there! We're thrilled that you'd like to contribute to Word To Markdown. Your help is essential for keeping it great.,No categories identified.
Then hit the following command to build the site.,BW – Build local workspace
The header is mandatory and the scope of the header is optional.,SC – Submit the changes
- Provide concise reproduction steps: Ensure that the issue can be clearly understood and duplicated by the original author of the PR.,No categories identified.
- and most importantly - a use-case that fails,No categories identified.
- there are thousands of people willing to help on StackOverflow,TC – Talk to the community
Chef is made possible by a strong community of developers and system administrators. If you have any questions or if you would like to get involved in the Chef community you can check out:,TC – Talk to the community
- All enhancements and bug fixes need to be documented in the CHANGELOG.,SC – Submit the changes
this could sometimes happen when no value was selected,SC – Submit the changes
"- Variable and function names that are visible outside of their module
must begin with the name of the module. Like this:
simple_udp_send(), which is in the simple-udp module, declared in
simple-udp.h, and implemented in simple-udp.c.",DC – Deal with the code
mvn clean install -Dtest=false,BW – Build local workspace
"Open milestones can be patched if a minor bug is detected while if you're on a closed milestone, we'll more likely
ask you to update first to an open one. See currently open milestones:",No categories identified.
"git fetch origin
git rebase origin/master",SC – Submit the changes
"- If you're unable to find an open issue addressing the problem, open a new one. Be sure to fill out the issue template with a title and clear description, and as much relevant information as possible (e.g. deployment setup, browser version, etc).",No categories identified.
"The project uses [Conventional Commits][https://www.conventionalcommits.org/en/v1.0.0-beta.4/] for commit messages
in order to aid in automatic generation of changelogs. As described in the Conventional Commmits specification,
commit messages should be of the form:",SC – Submit the changes
- Search existing issues for your problem.,No categories identified.
Did you fix a bug?,No categories identified.
"Shields is a community project. We invite your participation through
financial contributions, issues, and pull requests!",No categories identified.
"Please submit a Contributor License Agreement (CLA) before submitting a pull request. You may visit https://cla.microsoft.com to sign digitally. Once we have received the signed CLA, we'll review the request.",SC – Submit the changes
"In example we use npx to run babel, but you can also put this script into package.json with removed npx to run it.",DC – Deal with the code
Give feedback on issues,No categories identified.
- Code of Conduct,No categories identified.
Generated Code,No categories identified.
"- AngleSharp uses the RHS convention, where types are always put on the right hand side if possible, i.e., preferring var under all circumstances",DC – Deal with the code
"- If it is a trivial commit or one of formatting/spaces fixes, it should be prefixed with (maint).",SC – Submit the changes
- No one-commit-to-rule-them-all Large commits that changes too many things at the same time are very hard to review. Split large commits into smaller. See this StackOverflow question for information on how to do this.,SC – Submit the changes
- dotnet msbuild eng\mgmt.proj /t:Build /p:scope=Compute,No categories identified.
- Run node scripts/server.js,SC – Submit the changes
Title and Description for the Pull Request,SC – Submit the changes
- Run composer install --dev in the root directory to install required testing packages.,SC – Submit the changes
"If you're interested in joining our triage rotation, contact
@jlipps or
@imurchie.",No categories identified.
- Make commits of logical units and describe them properly.,CF – Contribution flow
"$ export PYTEST_HOST=localhost
$ export PYTEST_USER=user
$ export PYTEST_PASSWORD=myclirocks
$ export PYTEST_PORT=3306
$ export PYTEST_CHARSET=utf8",SC – Submit the changes
"After a rebase, reviewers are encouraged to sign off on the force push. This should be relatively straightforward with
the git range-diff tool explained in the productivity
notes. To avoid needless review churn, maintainers will
generally merge pull requests that received the most review attention first.",SC – Submit the changes
- Give your pull-request a meaningful title.,CF – Contribution flow
"By submitting a pull request, you represent that you have the right to license your contribution to Apple and the community, and agree by submitting the patch that your contributions are licensed under the Swift license.",SC – Submit the changes
"If your issue appears to be a bug, and hasn't been reported, open a new issue.
Help us to maximize the effort we can spend fixing issues and adding new
features, by not reporting duplicate issues.  Providing the following information will increase the
chances of your issue being dealt with quickly:",No categories identified.
"Each state transition in the app should follow a semantically-oriented Redux ction.
When creating new actions add the type specifying that action in action-types.",DC – Deal with the code
Mutation Types,No categories identified.
?????????? ??? ?? ??????!,No categories identified.
"To ensure you follow the coding conventions, please do the following steps before you commit your code:",DC – Deal with the code
Contributing,No categories identified.
- Provide output captures (as text).,No categories identified.
"When you're not sure where your issue belongs, report it at arduino/Arduino and we'll move it to where it belongs (but remember: Only bug reports and feature requests, do not ask for help with your own code there).",No categories identified.
1.  Make sure you have a GitHub account,CF – Contribution flow
"To practically aid developers, helpful tools have been built for staging:",DC – Deal with the code
Cryptomator Team,No categories identified.
The interactive Aruba console starts an IRB console with Aruba's API loaded:,BW – Build local workspace
How to propose changes,SC – Submit the changes
npm test,SC – Submit the changes
"Note: Code review is a burdensome but important part of the development process, and as such, certain types of pull requests are rejected. In general, if the improvements do not warrant the review effort required, the PR has a high chance of being rejected. It is up to the PR author to convince the reviewers that the changes warrant the review effort, and if reviewers are ""Concept NACK'ing"" the PR, the author may need to present arguments and/or do research backing their suggested changes.",SC – Submit the changes
2.  Clone this repo,CF – Contribution flow
"Bitcoin script payment/script templates are based on community consensus,  but typically adhere to bitcoin-core node policy by default.",No categories identified.
"If we ask you to make code changes, there's no need to close the pull request and create a new one. Just go back to the branch on your fork and make your changes. Then, when you're ready, you can add your changes into the branch:",SC – Submit the changes
"2.  You check existing open, and recently merged, pull requests to make sure someone else hasn't addressed the problem already.",CF – Contribution flow
Changes,No categories identified.
"To propose a change or ask a question, please open an issue in the issue queue before submitting a pull request(PR). All PRs must be reviewed and approved (LGTMed) by 2 core maintainers before being merged. Maintainers are specified in the OWNERS file.",CF – Contribution flow
"In some rare cases where changes cannot be verified manually (e.g. some intermittent issues), a description may be included of why testing cannot be performed and describing why the change is low-risk and can be verified by code reviewFor such changes to be considered low-risk they typically must be very small",SC – Submit the changes
3.  Issue tracker,No categories identified.
- Steps to reproduce the bug,No categories identified.
Contributing,No categories identified.
"- If you break the build with your PR, please fix it :)",SC – Submit the changes
"yarn boot: bootstraps the entire project, symlinks all dependencies for
cross-component development and builds all components.",DC – Deal with the code
"A summary of the issue and the browser/OS environment in which it occurs. If
suitable, include the steps required to reproduce the bug.",No categories identified.
"If you have any questions, create an issue (protip: do a quick search first to see if someone else didn't ask the same question before!).",TC – Talk to the community
The AMP HTML project strongly encourages your participation and contributions!,No categories identified.
- Other general information,No categories identified.
Bug Reports,No categories identified.
Code/comments should adhere to the following rules:,DC – Deal with the code
Body,SC – Submit the changes
In terminal window 1,No categories identified.
##Installing the dev environment,No categories identified.
"Get help faster with a working example! Fork these to get started:
blank jsFiddle - example jsFiddle - blank bl.ock - example bl.ock",No categories identified.
- CI Status,No categories identified.
"Unfortunately, we are not able to investigate / fix bugs without a minimal reproduction, so if we don't hear back from you, we are going to close an issue that doesn't have enough info to be reproduced.",No categories identified.
git commit -a,CF – Contribution flow
"- A getting started guide, including a list of tools required to use the platform
(e.g. toolchain, software to program the device), where to get them from and brief notes
how to install them (can simply be a list of links to external guides)",No categories identified.
- Add the stage: wontfix label to the issue.,No categories identified.
Fork the repo and make changes on your fork in a feature branch:,SC – Submit the changes
- Our Design,No categories identified.
Contributions welcome!,No categories identified.
Our Standards,TC – Talk to the community
"void name(const std::string& new_name) {
name_ = new_name;
}",DC – Deal with the code
- RuboCop is also run as part of the full test suite with bundle exec rake.,DC – Deal with the code
- Use examples to help us understand the use case of the feature,No categories identified.
"- Notes (possibly including why you think this might be happening, or stuff you tried that didn't work)",No categories identified.
- don't capitalize first letter,SC – Submit the changes
"And before doing so, please search for similar questions in our issues list. If you are able to reproduce an issue found in a closed issue, please create a new issue and reference the closed one.",No categories identified.
Here's how it works:,No categories identified.
- Pull Request Checklist,No categories identified.
"For large fixes, please build and test the documentation before submitting the PR to be sure you
haven't accidentally introduced any layout or formatting issues. You should also make sure that your
commit message follows the Commit Message Guidelines.",No categories identified.
- Node.js >= 12.14.0,BW – Build local workspace
"Our issue tracker is a perfect place for filing bug reports or
discussing possible features. If you report a bug, consider using the following
template (copy-paste friendly):",No categories identified.
"Our true e2e tests are in packages/server, which test the full stack all together.",SC – Submit the changes
3.  Build test versions of the images (make FLAVORS=<in-scope-flavors> build).,CF – Contribution flow
Contributing to the AWS SDK for PHP,No categories identified.
bundle install,BW – Build local workspace
"Later on there may be an 'enhanced' edition with new features, but for now any pull requests which change the game logic or alter the UI in a major way will be declined.",CT – Choose a task
"- The test coverage is also measured, and that should remain 100%",SC – Submit the changes
1.  Please be as detailed as possible and provide plenty of context.,CF – Contribution flow
"- Checkout a new topic branch from master branch, and merge back against master branch.",SC – Submit the changes
"1.  Search GitHub for an open or closed PR
that relates to your submission. You don't want to duplicate effort.",SC – Submit the changes
4.  The change works in both Python2.7 and Python3.6 (support Python Versions),CF – Contribution flow
- while (..) {,DC – Deal with the code
The idea is to keep a full ownership over SharpLab and be able to change license in the future.,CF – Contribution flow
- Related Issues - has a similar issue been reported before?,No categories identified.
3.  Actual result (unexpected outcome),No categories identified.
- output.json (will be generated if not created),No categories identified.
Pull Requests,No categories identified.
Please note that there are two repositories here:,DC – Deal with the code
Feature Requests,No categories identified.
"You can download the code, compile and install it, deploy and run it for a try (refer to the [compilation document] (./installing/compilation.md)) to see if it works as you expected. If you have problems, you can contact us directly, ask questions or fix them by reading and analyzing the source code.",BW – Build local workspace
Getting started,CF – Contribution flow
"For the record, when this document mentions ""I"", it mostly means Rog
Brito's (@rbrito) is the one to blame.",No categories identified.
Contributions to this project are released to the public under the project's open source license.,No categories identified.
CI & Tests,SC – Submit the changes
"Or, if none of that interests you, join our dev mailing list and ask!",CT – Choose a task
You can help new versions of the client.,CF – Contribution flow
Documentation,No categories identified.
The subject contains succinct description of the change:,SC – Submit the changes
- Check out the master branch:,SC – Submit the changes
- Fork the repository on GitHub.,CF – Contribution flow
1.  Writing a email to mailing list to talk about what you'd like to do.,CF – Contribution flow
"For some issues, there are places you can check for more information. This may help you resolve the issue yourself. Even if it does not, this information can help us figure out and resolve an issue.",No categories identified.
"We have very precise rules over how our git commit messages can be formatted.  This leads to more
readable messages that are easy to follow when looking through the project history.  But also,
we use the git commit messages to generate the Angular DevKit change log.",SC – Submit the changes
Pull requests,SC – Submit the changes
- The version of our code being used,No categories identified.
"# sync packages
$ npm run sync",SC – Submit the changes
Writing code,No categories identified.
Main build scripts,DC – Deal with the code
"1.  In your browser, navigate to your forked repository: https://github.com/YOUR_ACCOUNT/shiro",SC – Submit the changes
"If you would like to report a bug, please create an issue on the GitHub repository",No categories identified.
C++ Insights follows a Code of Conduct which aims to foster an open and welcoming environment.,TC – Talk to the community
- Indent using two spaces.,DC – Deal with the code
5.  Create a pull request including your change,CF – Contribution flow
Backend development:,No categories identified.
"When you're adding new features or functionality, or you're updating existing functionality, please ensure that the relevant documentation is also either created or updated on the Wiki.",SC – Submit the changes
"- use the imperative, present tense: ""change"" not ""changed"" nor ""changes""",SC – Submit the changes
You can file new issues by providing the above information here.,No categories identified.
Make sure you follow conventional commits commit message structure. You can automatically generate conventional commit message by running yarn commit in the root of the amplify mono repo. This will run through series of question shown below,SC – Submit the changes
- Project Communication,No categories identified.
"Founder and project leader Simon Peter (probonopd) reserves the right to define the AppImage format, brand, high-level architecture, user experience, and project governance",TC – Talk to the community
"- documentation - For updates to guides and documentation files only. This will
result in a patch version change.",SC – Submit the changes
Contributor Code of Conduct,TC – Talk to the community
7.  Submit a pull request.,CF – Contribution flow
"- Ideally, start with something small to get familiar with the review process and work up from there.",SC – Submit the changes
"If it is suggested to you that you try a different branch, add branch: 'somebranch'.",No categories identified.
"For instructions, see Installing from source.",BW – Build local workspace
- Please make a Pull Request towards master,CF – Contribution flow
$ ./scripts/setup-eclipse.sh,BW – Build local workspace
Contributing guidelines,No categories identified.
6.  Select Existing Gradle Project and click Next,BW – Build local workspace
5.  Modify or write a test case/s in Rspec for your changes,SC – Submit the changes
"- If you can, please try the latest version of DC on the master branch to see if your issue has already been addressed or is otherwise affected by recent changes.",No categories identified.
## Issues Guidelines,No categories identified.
- and eventually rename the class itself (qDummyPlugin  qMyPlugin),No categories identified.
"yarn typescript
yarn lint",CF – Contribution flow
"If you think you've found a bug, try to make sure it's actually a bug, and not
the result of something else going wrong. For example, make sure your web server
is functioning correctly, and try the issue in another browser, if possible. Be
sure to search for similar bugs. Perhaps somebody has already reported the
issue. If so, you should add any additional information to the existing bug. It
might make it easier for us to fix, and at the very least it'll get bumped
higher onto the list.",No categories identified.
1.  Fork the cookiecutter repo on GitHub.,BW – Build local workspace
Submitting Changes,SC – Submit the changes
Example: https://github.com/babel/babel/pull/11640,CF – Contribution flow
"You should never, ever commit to testing or preview. These branches are solely for build testing and should not receive any commits. If you do commit to them by mistake, switch to the dev branch, cherry-pick the commit, and then reset the testing/preview branch to the commit before that.",SC – Submit the changes
Suggesting improvements,No categories identified.
- Testing,No categories identified.
"Just as in the subject, use the imperative, present tense: ""change"" not ""changed"" nor ""changes"".
The body should include the motivation for the change and contrast this with previous behavior.",SC – Submit the changes
We recommend to work on the code from github.,BW – Build local workspace
- To which Ceph versions should the feature be added?,CF – Contribution flow
"- Variables: lowercase separated by underscores, e.g., chunk_size",DC – Deal with the code
?3?subject,SC – Submit the changes
If you are looking for ways to help you should start by looking at the Open Issues.  Please let us know if you plan to work on an issue so that others are not duplicating work.,CT – Choose a task
Commit Message Format,SC – Submit the changes
- No unnecessary whitespace. Check for whitespace with git diff --check and git diff --cached --check before commit.,SC – Submit the changes
- Mend or translate the documents,No categories identified.
Revert,SC – Submit the changes
"We want to fix all the issues as soon as possible, but before fixing a bug we need to reproduce and confirm it.
In order to reproduce bugs, we require that you provide a minimal reproduction.
Having a minimal reproducible scenario gives us a wealth of important information without going back and forth to you with additional questions.",No categories identified.
Tests,SC – Submit the changes
You can learn more about GraphQL Enumeration types in their documentation:,No categories identified.
Code Contribution,CF – Contribution flow
Fix typo in the README.,No categories identified.
"- For corporations we'll need you to
print, sign and one of scan+email, fax or mail the form.",SC – Submit the changes
1.  Fork our repository and optionally give it a star when you like it.,CF – Contribution flow
"- Marketing: writing blog posts, howto's, tutorials, etc.",No categories identified.
"- Now you can locally make changes to components (they are located in the components directory)
Changes will be applied with webpack hot-reloading without needing to reload the page",BW – Build local workspace
- Testing,No categories identified.
"When updating the code, it's usually better to add additional commits to your branch rather than amending the original commit, because reviewers can easily tell which changes were made in response to a particular review. When we merge pull requests, we will squash all the commits from your branch into a single commit on the master branch.",SC – Submit the changes
- Other conduct which could reasonably be considered inappropriate in a professional setting.,TC – Talk to the community
4.  Test all functions of our app and check for possible translation bugs.,CF – Contribution flow
"- Write a descriptive commit message. What problem are you solving and what
are the consequences? Where and what did you test? Some good tips:
here
and here.",SC – Submit the changes
@implementation name,DC – Deal with the code
"- docs: changing existing or creating new documentation (i.e. README, docs for
usage of a lib or cli usage)",SC – Submit the changes
"The following is a set of guidelines for contributing to Boost.
These are just guidelines, not rules, use your best judgment and feel free to
propose changes to this document in a pull request.",No categories identified.
$ git remote update,SC – Submit the changes
"If you need help writing tests, please ask for help in the slack team",SC – Submit the changes
"// options.json example
{
""minNodeVersion"": ""5.0.0""
}",SC – Submit the changes
"- During development, you can run grunt test-n-serve.
It will start the server and in addition keep a watch for changes to
run build/test as needed.",SC – Submit the changes
Check out our video tutorials on how to get started with developing on Coderwall,BW – Build local workspace
Testing,SC – Submit the changes
Contributing,CF – Contribution flow
"If you want coverage, you will need the pcov PHP extension and run:",SC – Submit the changes
- match the existing indentation level,DC – Deal with the code
"Before submitting a pull request, please make sure the followings are done:",SC – Submit the changes
- For x86 download http://opensource.spotify.com/cefbuilds/cef_binary_81.3.10%2Bgb223419%2Bchromium-81.0.4044.138_windows32_client.tar.bz2,No categories identified.
"- Prefer ' over """,DC – Deal with the code
- Prefer the object spread operator ({...anotherObj}) to Object.assign(),DC – Deal with the code
composer require laravel/ui,BW – Build local workspace
"Ace is a community project and wouldn't be what it is without contributions! We actively encourage and support contributions. The Ace source code is released under the BSD License. This license is very simple, and is friendly to all kinds of projects, whether open source or not. Take charge of your editor and add your favorite language highlighting and keybindings!",CF – Contribution flow
"First, search through the existing issues to see whether your issue is already known. If it is, add your details to the existing report. The more details we have, the better the chance for a fix.
An existing issue may also provide a (temporary) workaround.",No categories identified.
Our review process generally follows a few core principles:,SC – Submit the changes
- [ ] Add @babel/syntax-new-syntax package. You can copy packages/babel-plugin-syntax-decimal and replace decimal to new-syntax.,CF – Contribution flow
- To download the full source code after forking,CF – Contribution flow
- test: Adding missing tests,SC – Submit the changes
- don't capitalize first letter,SC – Submit the changes
"sdk\<service name>\<package name>\README.md
sdk\<service name>\<package name>\*src*
sdk\<service name>\<package name>\*tests*
sdk\<service name>\<package name>\*samples*",No categories identified.
"# (For tests names test.xxx.ts)
$ node --inspect-brk /path/to/aws-cdk/node_modules/.bin/nodeunit -t 'TESTNAME'",DC – Deal with the code
"All linters are executed automatically as part of the build script, yarn build.",DC – Deal with the code
"Props to Akka.NET and NancyFX from which we've ""borrowed"" this text.",No categories identified.
- Must NOT break backward compatibility,DC – Deal with the code
- Aim for statelessness,No categories identified.
Contributing to AMP HTML,No categories identified.
Helping others,No categories identified.
"Should you decide that reverting is desirable, it is the responsibility of the Contributor performing the revert to:",No categories identified.
Please don't include changes to dist/ in your pull request. This should only be updated when releasing a new version.,SC – Submit the changes
Finding things to contribute to,No categories identified.
"2.  Be assigned a ""sponsor"" from the core team",CF – Contribution flow
"If you include code from another project, please mention it in the Pull Request description and credit the original author.",SC – Submit the changes
Documentation,No categories identified.
- The issue list of this repository is exclusively for bug reports and feature requests. Non-conforming issues will be closed immediately.,No categories identified.
$ git checkout -b <name-of-bugfix-or-feature> master,SC – Submit the changes
DOs and DON'Ts,No categories identified.
"php artisan canvas:install
php artisan storage:link
php artisan canvas:ui",BW – Build local workspace
- Submit an issue ticket for your issue if the is no one yet.,CF – Contribution flow
- 3. I'm making a pull request,No categories identified.
- Provide the log of the encountered error if applicable,No categories identified.
"- Usually, you can take a screenshot of your smartphone by pressing Power + Volume down for a few seconds.",No categories identified.
Submit your contribution,SC – Submit the changes
2.  Clone your fork locally:,BW – Build local workspace
3.  Update version.rb to the desired release version,SC – Submit the changes
- Ensure the bug was not already reported by searching on GitHub under Issues.,No categories identified.
"Gunicorn follows the timeless, highly efficient and totally unfair system
known as Benevolent dictator for
life, with
Benoit Chesneau (aka benoitc), in the role of BDFL.  This means that all
decisions are made by default by me. Since making every decision myself
would be highly unscalable, in practice decisions are spread across
multiple maintainers.",No categories identified.
"The Bitcoin Core project operates an open contributor model where anyone is
welcome to contribute towards development in the form of peer review, testing
and patches. This document explains the practical process and guidelines for
contributing.",No categories identified.
GitHub issues should always be logged in the Cucumber monorepo.,No categories identified.
5.  Copy the phpunit.xml.dist template to phpunit.xml:,CF – Contribution flow
"Running only py.test is okay for one-time check, but as it runs on your
currently active Python installation, you're only checking the script on one
Python version. A combination of tox + pyenv will allow you to run tests on many
Python versions easily.",SC – Submit the changes
1.  Ensure the bug has not already been reported by searching the issues,No categories identified.
"If you make focused commits (instead of one monolithic commit) and have descriptive
commit messages, this will help speed up the review process.",SC – Submit the changes
- gulp templatecache Generates src/js/datetimepicker.templates.js. You must re-add the IIFE around the generated code after it is generated (PR to fix this would be apprecaited),SC – Submit the changes
"To run integration tests, create a integration-test-config.json file at the root of this repository. It should
contain a ""region"" and credentials. Running rake test when this file is present will enable integration tests.",SC – Submit the changes
- Description of expected behavior,No categories identified.
Thank you for encouraging our developers!,No categories identified.
3.  Share it on Slack or Twitter.,CT – Choose a task
"Please open an issue on atom/atom if you have suggestions for new labels, and if you notice some labels are missing on some repositories, then please open an issue on that repository.",No categories identified.
A few tips for reporting conversion issues:,No categories identified.
"3.  Further steps, etc.",No categories identified.
Excel files (.xlsx and .xlsm) are zip packages. You can easily verify this by renaming the extension any Excel file to .zip and opening the file in your favourite .zip file editor.,No categories identified.
"#inclue ""cinder/includes/first.h""",No categories identified.
"Please include the name(s) of the related extensions as a ""tag"" in the
pull request title.",SC – Submit the changes
This document is partially based on the Node.js Community Contributing Guide 1.0,No categories identified.
1.  Install node-inspector,SC – Submit the changes
"Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an ""AS IS"" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
""""""",SC – Submit the changes
"- This is open-source software. Consider the people who will read your code, and make it look nice for them. It's sort of like driving a car: Perhaps you love doing donuts when you're alone, but with passengers the goal is to make the ride as smooth as possible.",DC – Deal with the code
"ESLint, Prettier, TypeScript",DC – Deal with the code
"GitHub provides additional document on forking a repository and
creating a pull request.",SC – Submit the changes
"This convention only applies to the code internal to this project. It's a good use of interfaces
for public APIs, which are used by the code that the project owners can't change and evolve
easily.",DC – Deal with the code
"- We cannot accept dependencies that use non-permissive open source licenses (Apache, MIT, etc).",SC – Submit the changes
Naming Conventions,DC – Deal with the code
"-Tests, e.g.",SC – Submit the changes
- NSIS v2.51 (v3.x won't work),BW – Build local workspace
- Use C++11 for loops when possible: for (const auto& item : items) {...},DC – Deal with the code
"- security: If you spot an issue related to security issues (e.g. invalid SSL certs, potential CSRF issues), mark it with this label. Don't forget to be a good OSS citizen and always report zero-day issues through a private channel to minimise impact to your fellow users!",CT – Choose a task
After installing Vagrant we need to add a couple plugins.,BW – Build local workspace
- Maintain the existing coding style. There are some settings in .jsbeautifyrc to help.,DC – Deal with the code
Quick Start,CF – Contribution flow
I have found a bug!,No categories identified.
"master
?
dev         <--- PR(hotfix/typo/3rd-PR)
? PR
{domain}-feature-{date}",SC – Submit the changes
